0.234448	0.000001	169.374466	9
0.048471	0.000373	0.198176	9
0.001753	0.000141	96.776573	9
0.680833	0.000000	670.353394	9
0.009908	0.000002	561.422302	9
0.016216	0.000151	34.916084	9
0.422435	0.000001	6.870811	9
0.000796	0.000056	501.461182	9
0.194414	0.000001	455.850037	9
0.030520	0.000013	254.779129	9
0.077771	0.000237	0.519682	9
0.000054	0.001129	1274.001953	9
0.010807	0.000050	211.370941	9
0.883118	0.000087	0.922827	9
0.830252	0.000299	0.266683	9
0.140897	0.000008	496.599792	9
0.194979	0.000002	112.998909	9
0.002563	0.000099	177.729294	9
0.000390	0.000868	1449.878906	9
0.001434	0.000251	412.954346	9
0.048471	0.000373	0.198176	9
0.005533	0.000086	49.925598	9
0.422435	0.000001	6.870811	9
0.000391	0.000168	764.549805	9
0.194414	0.000001	455.850037	9
0.030520	0.000013	254.779129	9
1.600175	0.000011	4.070604	9
0.175814	0.000005	32.419144	9
0.001149	0.000481	393.185760	9
0.127869	0.000053	3.743719	9
0.000391	0.000168	764.549805	9
0.830252	0.000299	0.266683	9
1.600881	0.000150	0.614921	9
0.079814	0.000001	677.109070	9
0.010807	0.000050	211.370941	9
0.001576	0.000469	319.401215	9
0.001576	0.000469	319.401215	9
0.294311	0.000002	11.954358	9
0.001753	0.000141	96.776573	9
0.002622	0.000004	573.005554	9
1.014597	0.000000	5.174743	9
0.680833	0.000000	670.353394	9
0.883118	0.000087	0.922827	9
0.001149	0.000481	393.185760	9
1.014597	0.000000	5.174743	9
0.037183	0.000029	12.617795	9
0.000390	0.000868	1449.878906	9
0.000054	0.001129	1274.001953	9
0.294311	0.000002	11.954358	9
0.002563	0.000099	177.729294	9
