0.000063	0.001325	669.945984	8
0.650043	0.000414	0.016026	8
0.028703	0.000002	18.781160	8
0.005869	0.000293	72.479744	8
0.033534	0.000001	470.579437	8
0.290097	0.000238	0.423603	8
0.386124	0.000223	1.825044	8
0.010194	0.000016	450.981720	8
0.138134	0.000000	2.657907	8
0.006637	0.000465	31.323069	8
0.016702	0.000451	11.725348	8
0.024500	0.000435	33.546646	8
0.005323	0.000234	97.589409	8
0.000690	0.000670	63.726929	8
0.065022	0.000001	373.335510	8
0.012259	0.000026	92.987091	8
0.022899	0.000031	55.749027	8
0.219159	0.000633	0.802934	8
0.386124	0.000223	1.825044	8
0.001366	0.000149	367.065033	8
0.010194	0.000016	450.981720	8
0.004961	0.000375	82.600731	8
0.875059	0.000364	0.336956	8
0.919114	0.000053	0.401188	8
0.109011	0.000001	733.512878	8
0.005869	0.000293	72.479744	8
0.136631	0.000363	1.058839	8
0.109011	0.000001	733.512878	8
0.003985	0.000020	123.232368	8
0.002838	0.000064	742.279175	8
0.875059	0.000364	0.336956	8
0.219159	0.000633	0.802934	8
0.000063	0.001325	669.945984	8
0.435874	0.000192	0.578958	8
0.409741	0.000137	2.104909	8
0.002838	0.000064	742.279175	8
0.290097	0.000238	0.423603	8
0.488230	0.000166	1.220149	8
0.033534	0.000001	470.579437	8
0.003985	0.000020	123.232368	8
0.000273	0.000351	141.114456	8
0.435874	0.000192	0.578958	8
0.488230	0.000166	1.220149	8
0.065022	0.000001	373.335510	8
0.022899	0.000031	55.749027	8
0.113291	0.000377	18.538883	8
0.650043	0.000414	0.016026	8
0.650043	0.000414	0.016026	8
0.919114	0.000053	0.401188	8
0.138134	0.000000	2.657907	8
