0.566346	0.000336	0.170276	4
0.000042	0.002224	1609.444580	4
0.681922	0.000001	32.972866	4
0.699492	0.000075	2.588181	4
0.003385	0.000260	20.204252	4
0.000355	0.000420	62.565521	4
0.589950	0.000002	56.861156	4
0.012490	0.000025	327.005127	4
0.870886	0.000093	0.194859	4
0.004617	0.000072	96.647560	4
0.488935	0.000141	2.162001	4
0.051998	0.000009	44.792313	4
0.819420	0.000013	10.196005	4
0.114741	0.000006	40.258438	4
0.729897	0.000039	9.462584	4
0.699492	0.000075	2.588181	4
0.589950	0.000002	56.861156	4
0.024753	0.000013	323.322601	4
0.335685	0.000221	1.656530	4
0.042895	0.000011	339.055908	4
0.430218	0.000157	0.271550	4
0.335685	0.000221	1.656530	4
0.488935	0.000141	2.162001	4
0.065993	0.000031	29.897638	4
0.000080	0.000795	544.222351	4
0.681922	0.000001	32.972866	4
0.430218	0.000157	0.271550	4
0.000459	0.000320	281.031219	4
0.131679	0.000003	127.297050	4
0.386973	0.000001	124.840401	4
0.073058	0.000052	22.350681	4
0.131679	0.000003	127.297050	4
0.025506	0.000061	118.530724	4
0.819420	0.000013	10.196005	4
0.605290	0.000026	34.162834	4
0.000080	0.000795	544.222351	4
0.750957	0.000005	12.979045	4
0.410631	0.000172	0.186747	4
0.000355	0.000420	62.565521	4
0.870886	0.000093	0.194859	4
0.000459	0.000320	281.031219	4
0.028312	0.000333	14.484316	4
0.386973	0.000001	124.840401	4
0.566346	0.000336	0.170276	4
0.743892	0.000017	5.432088	4
0.000147	0.000365	343.049347	4
0.729897	0.000039	9.462584	4
0.044400	0.000058	2.843907	4
0.605290	0.000026	34.162834	4
0.000042	0.002224	1609.444580	4
